"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","QGDP","TOT","PC_CHGPP","Q","1978-Q4",1.344146,
"USA","QGDP","TOT","PC_CHGPP","Q","1979-Q1",0.179784,
"USA","QGDP","TOT","PC_CHGPP","Q","1979-Q2",0.106929,
"USA","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.742873,
"USA","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.250074,
"USA","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.314515,
"USA","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-2.060477,
"USA","QGDP","TOT","PC_CHGPP","Q","1980-Q3",-0.118849,
"USA","QGDP","TOT","PC_CHGPP","Q","1980-Q4",1.864925,
"USA","QGDP","TOT","PC_CHGPP","Q","1981-Q1",1.959438,
"USA","QGDP","TOT","PC_CHGPP","Q","1981-Q2",-0.741078,
"USA","QGDP","TOT","PC_CHGPP","Q","1981-Q3",1.197524,
"USA","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-1.089546,
"USA","QGDP","TOT","PC_CHGPP","Q","1982-Q1",-1.553541,
"USA","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.456197,
"USA","QGDP","TOT","PC_CHGPP","Q","1982-Q3",-0.382295,
"USA","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.039942,
"USA","QGDP","TOT","PC_CHGPP","Q","1983-Q1",1.317854,
"USA","QGDP","TOT","PC_CHGPP","Q","1983-Q2",2.275605,
"USA","QGDP","TOT","PC_CHGPP","Q","1983-Q3",1.999069,
"USA","QGDP","TOT","PC_CHGPP","Q","1983-Q4",2.086219,
"USA","QGDP","TOT","PC_CHGPP","Q","1984-Q1",1.95477,
"USA","QGDP","TOT","PC_CHGPP","Q","1984-Q2",1.727791,
"USA","QGDP","TOT","PC_CHGPP","Q","1984-Q3",0.964064,
"USA","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.820863,
"USA","QGDP","TOT","PC_CHGPP","Q","1985-Q1",0.969087,
"USA","QGDP","TOT","PC_CHGPP","Q","1985-Q2",0.880455,
"USA","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.527124,
"USA","QGDP","TOT","PC_CHGPP","Q","1985-Q4",0.743292,
"USA","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.933504,
"USA","QGDP","TOT","PC_CHGPP","Q","1986-Q2",0.450384,
"USA","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.957032,
"USA","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.537076,
"USA","QGDP","TOT","PC_CHGPP","Q","1987-Q1",0.745171,
"USA","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.078898,
"USA","QGDP","TOT","PC_CHGPP","Q","1987-Q3",0.867612,
"USA","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.717053,
"USA","QGDP","TOT","PC_CHGPP","Q","1988-Q1",0.516626,
"USA","QGDP","TOT","PC_CHGPP","Q","1988-Q2",1.313867,
"USA","QGDP","TOT","PC_CHGPP","Q","1988-Q3",0.585929,
"USA","QGDP","TOT","PC_CHGPP","Q","1988-Q4",1.332496,
"USA","QGDP","TOT","PC_CHGPP","Q","1989-Q1",1.016602,
"USA","QGDP","TOT","PC_CHGPP","Q","1989-Q2",0.763269,
"USA","QGDP","TOT","PC_CHGPP","Q","1989-Q3",0.740881,
"USA","QGDP","TOT","PC_CHGPP","Q","1989-Q4",0.197047,
"USA","QGDP","TOT","PC_CHGPP","Q","1990-Q1",1.09279,
"USA","QGDP","TOT","PC_CHGPP","Q","1990-Q2",0.362908,
"USA","QGDP","TOT","PC_CHGPP","Q","1990-Q3",0.066523,
"USA","QGDP","TOT","PC_CHGPP","Q","1990-Q4",-0.910379,
"USA","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-0.467844,
"USA","QGDP","TOT","PC_CHGPP","Q","1991-Q2",0.779719,
"USA","QGDP","TOT","PC_CHGPP","Q","1991-Q3",0.505297,
"USA","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.348499,
"USA","QGDP","TOT","PC_CHGPP","Q","1992-Q1",1.197052,
"USA","QGDP","TOT","PC_CHGPP","Q","1992-Q2",1.084353,
"USA","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.988272,
"USA","QGDP","TOT","PC_CHGPP","Q","1992-Q4",1.043165,
"USA","QGDP","TOT","PC_CHGPP","Q","1993-Q1",0.1674,
"USA","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0.58242,
"USA","QGDP","TOT","PC_CHGPP","Q","1993-Q3",0.477315,
"USA","QGDP","TOT","PC_CHGPP","Q","1993-Q4",1.360113,
"USA","QGDP","TOT","PC_CHGPP","Q","1994-Q1",0.970216,
"USA","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.355046,
"USA","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.584515,
"USA","QGDP","TOT","PC_CHGPP","Q","1994-Q4",1.145524,
"USA","QGDP","TOT","PC_CHGPP","Q","1995-Q1",0.354756,
"USA","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.298341,
"USA","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.850678,
"USA","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.679021,
"USA","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.748947,
"USA","QGDP","TOT","PC_CHGPP","Q","1996-Q2",1.667847,
"USA","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.896991,
"USA","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.038382,
"USA","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.645564,
"USA","QGDP","TOT","PC_CHGPP","Q","1997-Q2",1.662001,
"USA","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.250848,
"USA","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.858817,
"USA","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.99948,
"USA","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.925807,
"USA","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.252567,
"USA","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.61588,
"USA","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.946472,
"USA","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.769159,
"USA","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.309665,
"USA","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.699585,
"USA","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.36176,
"USA","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.831165,
"USA","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.133555,
"USA","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.62289,
"USA","QGDP","TOT","PC_CHGPP","Q","2001-Q1",-0.285178,
"USA","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.584556,
"USA","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-0.415038,
"USA","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.272371,
"USA","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.874514,
"USA","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.605733,
"USA","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.444571,
"USA","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.154823,
"USA","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.554767,
"USA","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.86026,
"USA","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.698209,
"USA","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.148167,
"USA","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.533747,
"USA","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.762076,
"USA","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.945328,
"USA","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.001674,
"USA","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.106964,
"USA","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.461561,
"USA","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.891334,
"USA","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.631463,
"USA","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.330287,
"USA","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.2337,
"USA","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.154633,
"USA","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.851865,
"USA","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.235493,
"USA","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.572872,
"USA","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.543271,
"USA","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.607842,
"USA","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-0.5747,
"USA","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.516387,
"USA","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.541356,
"USA","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.163811,
"USA","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.122695,
"USA","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.14399,
"USA","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.364111,
"USA","QGDP","TOT","PC_CHGPP","Q","2009-Q4",1.098384,
"USA","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.38478,
"USA","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.922028,
"USA","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.737211,
"USA","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.501903,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.240441,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.714973,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.027779,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.159285,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.782993,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.430202,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.134948,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.113873,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.885675,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.123396,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.783415,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.798249,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-0.282705,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q2",1.353681,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.220932,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.562794,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.78482,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.74136,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.330657,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.032525,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.503392,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.470347,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.542291,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.502716,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.566785,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.534397,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.790798,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.874862,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.631956,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.867116,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.723648,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.271333,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.765207,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.499697,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.521779,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.527469,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.286382,
"G-7","QGDP","TOT","PC_CHGPP","Q","1962-Q2",1.037677,
"G-7","QGDP","TOT","PC_CHGPP","Q","1962-Q3",1.297208,
"G-7","QGDP","TOT","PC_CHGPP","Q","1962-Q4",0.590089,
"G-7","QGDP","TOT","PC_CHGPP","Q","1963-Q1",0.15741,
"G-7","QGDP","TOT","PC_CHGPP","Q","1963-Q2",2.451308,
"G-7","QGDP","TOT","PC_CHGPP","Q","1963-Q3",2.257859,
"G-7","QGDP","TOT","PC_CHGPP","Q","1963-Q4",1.166885,
"G-7","QGDP","TOT","PC_CHGPP","Q","1964-Q1",1.919976,
"G-7","QGDP","TOT","PC_CHGPP","Q","1964-Q2",1.099875,
"G-7","QGDP","TOT","PC_CHGPP","Q","1964-Q3",1.195919,
"G-7","QGDP","TOT","PC_CHGPP","Q","1964-Q4",0.662623,
"G-7","QGDP","TOT","PC_CHGPP","Q","1965-Q1",1.664547,
"G-7","QGDP","TOT","PC_CHGPP","Q","1965-Q2",1.330556,
"G-7","QGDP","TOT","PC_CHGPP","Q","1965-Q3",1.72219,
"G-7","QGDP","TOT","PC_CHGPP","Q","1965-Q4",1.715292,
"G-7","QGDP","TOT","PC_CHGPP","Q","1966-Q1",1.919377,
"G-7","QGDP","TOT","PC_CHGPP","Q","1966-Q2",0.979821,
"G-7","QGDP","TOT","PC_CHGPP","Q","1966-Q3",1.00901,
"G-7","QGDP","TOT","PC_CHGPP","Q","1966-Q4",0.497001,
"G-7","QGDP","TOT","PC_CHGPP","Q","1967-Q1",1.047145,
"G-7","QGDP","TOT","PC_CHGPP","Q","1967-Q2",0.756778,
"G-7","QGDP","TOT","PC_CHGPP","Q","1967-Q3",1.399284,
"G-7","QGDP","TOT","PC_CHGPP","Q","1967-Q4",1.035195,
"G-7","QGDP","TOT","PC_CHGPP","Q","1968-Q1",1.986631,
"G-7","QGDP","TOT","PC_CHGPP","Q","1968-Q2",0.93348,
"G-7","QGDP","TOT","PC_CHGPP","Q","1968-Q3",2.154739,
"G-7","QGDP","TOT","PC_CHGPP","Q","1968-Q4",1.4237,
"G-7","QGDP","TOT","PC_CHGPP","Q","1969-Q1",1.32399,
"G-7","QGDP","TOT","PC_CHGPP","Q","1969-Q2",1.092421,
"G-7","QGDP","TOT","PC_CHGPP","Q","1969-Q3",1.070091,
"G-7","QGDP","TOT","PC_CHGPP","Q","1969-Q4",0.484758,
"G-7","QGDP","TOT","PC_CHGPP","Q","1970-Q1",0.727592,
"G-7","QGDP","TOT","PC_CHGPP","Q","1970-Q2",1.093972,
"G-7","QGDP","TOT","PC_CHGPP","Q","1970-Q3",1.423999,
"G-7","QGDP","TOT","PC_CHGPP","Q","1970-Q4",-0.19357,
"G-7","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.959249,
"G-7","QGDP","TOT","PC_CHGPP","Q","1971-Q2",1.183479,
"G-7","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.272205,
"G-7","QGDP","TOT","PC_CHGPP","Q","1971-Q4",0.414129,
"G-7","QGDP","TOT","PC_CHGPP","Q","1972-Q1",1.47884,
"G-7","QGDP","TOT","PC_CHGPP","Q","1972-Q2",1.84966,
"G-7","QGDP","TOT","PC_CHGPP","Q","1972-Q3",1.237104,
"G-7","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.706207,
"G-7","QGDP","TOT","PC_CHGPP","Q","1973-Q1",2.51717,
"G-7","QGDP","TOT","PC_CHGPP","Q","1973-Q2",1.081313,
"G-7","QGDP","TOT","PC_CHGPP","Q","1973-Q3",0.103213,
"G-7","QGDP","TOT","PC_CHGPP","Q","1973-Q4",0.971393,
"G-7","QGDP","TOT","PC_CHGPP","Q","1974-Q1",-0.833947,
"G-7","QGDP","TOT","PC_CHGPP","Q","1974-Q2",0.483268,
"G-7","QGDP","TOT","PC_CHGPP","Q","1974-Q3",-0.086632,
"G-7","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-0.848799,
"G-7","QGDP","TOT","PC_CHGPP","Q","1975-Q1",-0.785442,
"G-7","QGDP","TOT","PC_CHGPP","Q","1975-Q2",0.510174,
"G-7","QGDP","TOT","PC_CHGPP","Q","1975-Q3",1.251207,
"G-7","QGDP","TOT","PC_CHGPP","Q","1975-Q4",1.33728,
"G-7","QGDP","TOT","PC_CHGPP","Q","1976-Q1",1.68773,
"G-7","QGDP","TOT","PC_CHGPP","Q","1976-Q2",0.920342,
"G-7","QGDP","TOT","PC_CHGPP","Q","1976-Q3",0.819496,
"G-7","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.99067,
"G-7","QGDP","TOT","PC_CHGPP","Q","1977-Q1",1.104664,
"G-7","QGDP","TOT","PC_CHGPP","Q","1977-Q2",0.979374,
"G-7","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.930113,
"G-7","QGDP","TOT","PC_CHGPP","Q","1977-Q4",0.708036,
"G-7","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.827248,
"G-7","QGDP","TOT","PC_CHGPP","Q","1978-Q2",2.286405,
"G-7","QGDP","TOT","PC_CHGPP","Q","1978-Q3",0.985762,
"G-7","QGDP","TOT","PC_CHGPP","Q","1978-Q4",1.257627,
"G-7","QGDP","TOT","PC_CHGPP","Q","1979-Q1",0.522667,
"G-7","QGDP","TOT","PC_CHGPP","Q","1979-Q2",1.244923,
"G-7","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.522609,
"G-7","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.571712,
"G-7","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.321476,
"G-7","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-1.196591,
"G-7","QGDP","TOT","PC_CHGPP","Q","1980-Q3",0.239487,
"G-7","QGDP","TOT","PC_CHGPP","Q","1980-Q4",1.158899,
"G-7","QGDP","TOT","PC_CHGPP","Q","1981-Q1",1.166608,
"G-7","QGDP","TOT","PC_CHGPP","Q","1981-Q2",-0.037968,
"G-7","QGDP","TOT","PC_CHGPP","Q","1981-Q3",0.620866,
"G-7","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-0.276795,
"G-7","QGDP","TOT","PC_CHGPP","Q","1982-Q1",-0.350779,
"G-7","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.29416,
"G-7","QGDP","TOT","PC_CHGPP","Q","1982-Q3",-0.232193,
"G-7","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.315515,
"G-7","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.957901,
"G-7","QGDP","TOT","PC_CHGPP","Q","1983-Q2",1.365917,
"G-7","QGDP","TOT","PC_CHGPP","Q","1983-Q3",1.383324,
"G-7","QGDP","TOT","PC_CHGPP","Q","1983-Q4",1.544831,
"G-7","QGDP","TOT","PC_CHGPP","Q","1984-Q1",1.362461,
"G-7","QGDP","TOT","PC_CHGPP","Q","1984-Q2",0.887944,
"G-7","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.14177,
"G-7","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.729758,
"G-7","QGDP","TOT","PC_CHGPP","Q","1985-Q1",0.953241,
"G-7","QGDP","TOT","PC_CHGPP","Q","1985-Q2",1.176213,
"G-7","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.216913,
"G-7","QGDP","TOT","PC_CHGPP","Q","1985-Q4",0.78278,
"G-7","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.579274,
"G-7","QGDP","TOT","PC_CHGPP","Q","1986-Q2",0.504089,
"G-7","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.758008,
"G-7","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.646373,
"G-7","QGDP","TOT","PC_CHGPP","Q","1987-Q1",0.247085,
"G-7","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.459,
"G-7","QGDP","TOT","PC_CHGPP","Q","1987-Q3",1.12933,
"G-7","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.732951,
"G-7","QGDP","TOT","PC_CHGPP","Q","1988-Q1",0.935152,
"G-7","QGDP","TOT","PC_CHGPP","Q","1988-Q2",0.940206,
"G-7","QGDP","TOT","PC_CHGPP","Q","1988-Q3",1.088655,
"G-7","QGDP","TOT","PC_CHGPP","Q","1988-Q4",1.171652,
"G-7","QGDP","TOT","PC_CHGPP","Q","1989-Q1",1.251099,
"G-7","QGDP","TOT","PC_CHGPP","Q","1989-Q2",0.314848,
"G-7","QGDP","TOT","PC_CHGPP","Q","1989-Q3",0.923883,
"G-7","QGDP","TOT","PC_CHGPP","Q","1989-Q4",0.937085,
"G-7","QGDP","TOT","PC_CHGPP","Q","1990-Q1",0.782363,
"G-7","QGDP","TOT","PC_CHGPP","Q","1990-Q2",0.855828,
"G-7","QGDP","TOT","PC_CHGPP","Q","1990-Q3",0.493647,
"G-7","QGDP","TOT","PC_CHGPP","Q","1990-Q4",-0.323654,
"G-7","QGDP","TOT","PC_CHGPP","Q","1991-Q1",0.338074,
"G-7","QGDP","TOT","PC_CHGPP","Q","1991-Q2",0.50119,
"G-7","QGDP","TOT","PC_CHGPP","Q","1991-Q3",0.157916,
"G-7","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.573426,
"G-7","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.798467,
"G-7","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.443436,
"G-7","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.474931,
"G-7","QGDP","TOT","PC_CHGPP","Q","1992-Q4",0.317593,
"G-7","QGDP","TOT","PC_CHGPP","Q","1993-Q1",0.206913,
"G-7","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0.20435,
"G-7","QGDP","TOT","PC_CHGPP","Q","1993-Q3",0.24798,
"G-7","QGDP","TOT","PC_CHGPP","Q","1993-Q4",0.841438,
"G-7","QGDP","TOT","PC_CHGPP","Q","1994-Q1",1.001076,
"G-7","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.832618,
"G-7","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.765789,
"G-7","QGDP","TOT","PC_CHGPP","Q","1994-Q4",0.784412,
"G-7","QGDP","TOT","PC_CHGPP","Q","1995-Q1",0.519613,
"G-7","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.465284,
"G-7","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.724559,
"G-7","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.452188,
"G-7","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.508536,
"G-7","QGDP","TOT","PC_CHGPP","Q","1996-Q2",1.202427,
"G-7","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.602309,
"G-7","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.828645,
"G-7","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.490808,
"G-7","QGDP","TOT","PC_CHGPP","Q","1997-Q2",1.080374,
"G-7","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.852773,
"G-7","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.808024,
"G-7","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.516795,
"G-7","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.48686,
"G-7","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.814663,
"G-7","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.993289,
"G-7","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.565878,
"G-7","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.558586,
"G-7","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.177187,
"G-7","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.272949,
"G-7","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.881404,
"G-7","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.211969,
"G-7","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.231395,
"G-7","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.600177,
"G-7","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.363304,
"G-7","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.255573,
"G-7","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-0.312818,
"G-7","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.120277,
"G-7","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.503263,
"G-7","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.584478,
"G-7","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.450492,
"G-7","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.214462,
"G-7","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.17613,
"G-7","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.558901,
"G-7","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.092112,
"G-7","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.966079,
"G-7","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.50838,
"G-7","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.56663,
"G-7","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.620554,
"G-7","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.567992,
"G-7","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.703343,
"G-7","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.569088,
"G-7","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.883331,
"G-7","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.601847,
"G-7","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.920119,
"G-7","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.458977,
"G-7","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.171646,
"G-7","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.957908,
"G-7","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.386459,
"G-7","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.533781,
"G-7","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.358304,
"G-7","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.46965,
"G-7","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-0.032222,
"G-7","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.048887,
"G-7","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.697141,
"G-7","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.058069,
"G-7","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-2.278271,
"G-7","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.14535,
"G-7","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.314011,
"G-7","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.963376,
"G-7","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.545848,
"G-7","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.064066,
"G-7","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.867413,
"G-7","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.35756,
